,hemi-L_div-Vis_lab-1,hemi-L_div-Vis_lab-2,hemi-L_div-Vis_lab-3,hemi-L_div-Vis_lab-4,hemi-L_div-Vis_lab-5,hemi-L_div-Vis_lab-6,hemi-L_div-Vis_lab-7,hemi-L_div-Vis_lab-8,hemi-L_div-Vis_lab-9,hemi-L_div-SomMot_lab-1,hemi-L_div-SomMot_lab-2,hemi-L_div-SomMot_lab-3,hemi-L_div-SomMot_lab-4,hemi-L_div-SomMot_lab-5,hemi-L_div-SomMot_lab-6,hemi-L_div-DorsAttn_lab-Post+1,hemi-L_div-DorsAttn_lab-Post+2,hemi-L_div-DorsAttn_lab-Post+3,hemi-L_div-DorsAttn_lab-Post+4,hemi-L_div-DorsAttn_lab-Post+5,hemi-L_div-DorsAttn_lab-Post+6,hemi-L_div-DorsAttn_lab-FEF+1,hemi-L_div-DorsAttn_lab-FEF+2,hemi-L_div-SalVentAttn_lab-ParOper+1,hemi-L_div-SalVentAttn_lab-FrOper+1,hemi-L_div-SalVentAttn_lab-FrOper+2,hemi-L_div-SalVentAttn_lab-PFCl+1,hemi-L_div-SalVentAttn_lab-Med+1,hemi-L_div-SalVentAttn_lab-Med+2,hemi-L_div-SalVentAttn_lab-Med+3,hemi-L_div-Limbic_lab-OFC+1,hemi-L_div-Limbic_lab-TempPole+1,hemi-L_div-Limbic_lab-TempPole+2,hemi-L_div-Cont_lab-Par+1,hemi-L_div-Cont_lab-PFCl+1,hemi-L_div-Cont_lab-pCun+1,hemi-L_div-Cont_lab-Cing+1,hemi-L_div-Default_lab-Temp+1,hemi-L_div-Default_lab-Temp+2,hemi-L_div-Default_lab-Temp+3,hemi-L_div-Default_lab-Temp+4,hemi-L_div-Default_lab-PFC+1,hemi-L_div-Default_lab-PFC+2,hemi-L_div-Default_lab-PFC+3,hemi-L_div-Default_lab-PFC+4,hemi-L_div-Default_lab-PFC+5,hemi-L_div-Default_lab-PFC+6,hemi-L_div-Default_lab-PFC+7,hemi-L_div-Default_lab-PCC+1,hemi-L_div-Default_lab-PCC+2,hemi-R_div-Vis_lab-1,hemi-R_div-Vis_lab-2,hemi-R_div-Vis_lab-3,hemi-R_div-Vis_lab-4,hemi-R_div-Vis_lab-5,hemi-R_div-Vis_lab-6,hemi-R_div-Vis_lab-7,hemi-R_div-Vis_lab-8,hemi-R_div-SomMot_lab-1,hemi-R_div-SomMot_lab-2,hemi-R_div-SomMot_lab-3,hemi-R_div-SomMot_lab-4,hemi-R_div-SomMot_lab-5,hemi-R_div-SomMot_lab-6,hemi-R_div-SomMot_lab-7,hemi-R_div-SomMot_lab-8,hemi-R_div-DorsAttn_lab-Post+1,hemi-R_div-DorsAttn_lab-Post+2,hemi-R_div-DorsAttn_lab-Post+3,hemi-R_div-DorsAttn_lab-Post+4,hemi-R_div-DorsAttn_lab-Post+5,hemi-R_div-DorsAttn_lab-FEF+1,hemi-R_div-DorsAttn_lab-FEF+2,hemi-R_div-SalVentAttn_lab-TempOccPar+1,hemi-R_div-SalVentAttn_lab-TempOccPar+2,hemi-R_div-SalVentAttn_lab-FrOper+1,hemi-R_div-SalVentAttn_lab-Med+1,hemi-R_div-SalVentAttn_lab-Med+2,hemi-R_div-Limbic_lab-OFC+1,hemi-R_div-Limbic_lab-TempPole+1,hemi-R_div-Cont_lab-Par+1,hemi-R_div-Cont_lab-Par+2,hemi-R_div-Cont_lab-PFCl+1,hemi-R_div-Cont_lab-PFCl+2,hemi-R_div-Cont_lab-PFCl+3,hemi-R_div-Cont_lab-PFCl+4,hemi-R_div-Cont_lab-PFCmp+1,hemi-R_div-Cont_lab-PFCmp+2,hemi-R_div-Cont_lab-PFCmp+3,hemi-R_div-Default_lab-Par+1,hemi-R_div-Default_lab-Temp+1,hemi-R_div-Default_lab-Temp+2,hemi-R_div-Default_lab-Temp+3,hemi-R_div-Default_lab-PFCv+1,hemi-R_div-Default_lab-PFCv+2,hemi-R_div-Default_lab-PFCm+1,hemi-R_div-Default_lab-PFCm+2,hemi-R_div-Default_lab-PFCm+3,hemi-R_div-Default_lab-PCC+1,hemi-R_div-Default_lab-PCC+2,hemi-L_lab-Thalamus,hemi-L_lab-Caudate,hemi-L_lab-Putamen,hemi-L_lab-Pallidum,hemi-L_lab-Hippocampus,hemi-L_lab-Amygdala,hemi-L_lab-Accumbens+area,hemi-L_lab-VentralDC,hemi-R_lab-Thalamus,hemi-R_lab-Caudate,hemi-R_lab-Putamen,hemi-R_lab-Pallidum,hemi-R_lab-Hippocampus,hemi-R_lab-Amygdala,hemi-R_lab-Accumbens+area,hemi-R_lab-VentralDC
D23,0.1486047357320785,0.1130830869078636,0.1176706403493881,0.0977572724223136,0.085977554321289,0.1019197031855583,0.1366720795631408,0.1127547770738601,0.1054837182164192,0.1446568965911865,0.1444891989231109,0.1373377293348312,0.1078010499477386,0.0957677885890007,0.0890328809618949,0.1504503190517425,0.126688003540039,0.1148088872432708,0.1251016706228256,0.1139898523688316,0.1037290468811988,0.1143206506967544,0.100984513759613,0.1377973854541778,0.2047350406646728,0.1641105860471725,0.1215312257409095,0.1329996436834335,0.1104513853788375,0.1001477763056755,0.1365237832069397,0.1822527796030044,0.1743403077125549,0.1267559677362442,0.1192537695169448,0.1147439181804657,0.1228556111454963,0.1860690265893936,0.1731101274490356,0.1530176997184753,0.1359936147928238,0.1560912430286407,0.122118592262268,0.1390794664621353,0.1198154389858245,0.1090148836374282,0.103285476565361,0.1061992570757865,0.1052657589316368,0.1218909546732902,0.1552384495735168,0.122932881116867,0.1488583087921142,0.0920856148004531,0.0969550311565399,0.1040037050843238,0.1197863221168518,0.1024826094508171,0.1457408368587494,0.1539390832185745,0.1362309902906417,0.1067929789423942,0.0993696153163909,0.0891807898879051,0.1009407714009285,0.086456261575222,0.1442580074071884,0.1268163472414016,0.1229536905884742,0.1153986454010009,0.1062123477458953,0.1125169247388839,0.0966325551271438,0.1529529690742492,0.1387022286653518,0.185934692621231,0.1113015189766883,0.1090106815099716,0.1325424909591674,0.187686800956726,0.1311126798391342,0.1228268668055534,0.1225595250725746,0.1167870834469795,0.1186597272753715,0.0985725075006485,0.1201228350400924,0.1314134150743484,0.1171173602342605,0.1481324732303619,0.1758184731006622,0.1835549622774124,0.1709953993558883,0.1492648720741272,0.11954016238451,0.1352075040340423,0.1065095290541648,0.1083852350711822,0.1013378202915191,0.1175983175635337,0.2816326916217804,0.6780080199241638,0.7616034150123596,0.5038901567459106,0.146697461605072,0.2589814364910126,0.552241861820221,0.2247373461723327,0.2793401181697845,0.6638669967651367,0.7452026009559631,0.5081258416175842,0.1464429497718811,0.2531220912933349,0.5365480184555054,0.2288262844085693
DAT,0.3100069165229797,0.287610113620758,0.2887318432331085,0.2242283374071121,0.2590662837028503,0.2923335134983063,0.2622851729393005,0.2314250469207763,0.2599492371082306,0.283852219581604,0.3413990139961242,0.2839608192443847,0.2522494196891784,0.232360690832138,0.2251587808132171,0.2736712396144867,0.2412029057741165,0.2187281399965286,0.2590404748916626,0.2257612347602844,0.1976540833711624,0.2638981938362121,0.2311299592256546,0.25574991106987,0.325224369764328,0.3487672805786133,0.2374260276556015,0.3017332851886749,0.3007131218910217,0.2173352688550949,0.2713186144828796,0.2703946232795715,0.2563403248786926,0.2465972751379013,0.2513737082481384,0.2583733201026916,0.3104501068592071,0.2608718872070312,0.2785117924213409,0.2695203423500061,0.2364848852157592,0.3101387321949005,0.2405398339033126,0.2867904305458069,0.2152687013149261,0.1917946189641952,0.2115601003170013,0.2342327982187271,0.2844361960887909,0.3024191260337829,0.2979373335838318,0.2939459383487701,0.2589806914329529,0.2217403501272201,0.2848363816738128,0.2915470004081726,0.2444031089544296,0.2215345054864883,0.2876446843147278,0.3468668162822723,0.2794923484325409,0.2520711123943329,0.2471594959497451,0.2039272487163543,0.2075446546077728,0.2185988128185272,0.2598919868469238,0.2636622488498688,0.2335469722747802,0.2117875516414642,0.1905384063720703,0.266024649143219,0.2248477786779403,0.2836607992649078,0.2624065279960632,0.3559034466743469,0.3003195822238922,0.2485739737749099,0.2598069608211517,0.2655726671218872,0.2221166342496872,0.2033791542053222,0.2281414270401001,0.2423857748508453,0.2367469519376754,0.2077665627002716,0.3092943429946899,0.2955556213855743,0.2606270909309387,0.2607643008232116,0.2541514039039612,0.2617683112621307,0.2988451719284057,0.2933171093463897,0.2483358383178711,0.2890567481517792,0.1970276981592178,0.2343087196350097,0.2945513129234314,0.3027835488319397,0.3683328926563263,0.3700734972953796,0.6820587515830994,0.7332716584205627,0.3510434031486511,0.3798633217811584,0.6055769920349121,0.3735980987548828,0.3533342182636261,0.4844347834587097,0.6995129585266113,0.6856714487075806,0.3440659642219543,0.369811475276947,0.6035267114639282,0.3693097233772278
FDOPA,0.3289777636528015,0.3231825828552246,0.3114314377307892,0.2878207266330719,0.2980819940567016,0.2980860769748688,0.3055102527141571,0.2903944551944732,0.2955494523048401,0.3049152493476867,0.328574001789093,0.3136341273784637,0.2863360047340393,0.2653993368148803,0.2833290994167328,0.3325347900390625,0.2889907360076904,0.2824259102344513,0.2835321128368377,0.3044975101947784,0.2726649641990661,0.3014703094959259,0.2880567610263824,0.3004173338413238,0.362140953540802,0.3632901906967163,0.3129241466522217,0.349132776260376,0.313185304403305,0.298283576965332,0.348334789276123,0.3400916159152984,0.328064501285553,0.2840036153793335,0.3063961863517761,0.2978334724903106,0.3279140591621399,0.3412382006645202,0.32481649518013,0.3155873119831085,0.2964602708816528,0.3450675010681152,0.3057129681110382,0.3704264461994171,0.306575208902359,0.2957891821861267,0.2843667566776275,0.2957821190357208,0.2985000908374786,0.32216477394104,0.3383656144142151,0.328255832195282,0.3272773027420044,0.2884975373744964,0.2996231317520141,0.3002679049968719,0.2960404455661773,0.2840565145015716,0.3049940168857574,0.3402370512485504,0.310867428779602,0.2869301438331604,0.2782814800739288,0.2579412758350372,0.2653959691524505,0.2788442373275757,0.3084959387779236,0.2922536432743072,0.2758743464946747,0.2814388275146484,0.2792354226112366,0.300792247056961,0.2830120921134949,0.3140970766544342,0.2998819947242737,0.3676721155643463,0.3148356676101684,0.3131859004497528,0.3435355126857757,0.3427878022193908,0.280666321516037,0.2780911028385162,0.3121585845947265,0.3049805164337158,0.3085186779499054,0.280099093914032,0.326259970664978,0.3475331962108612,0.3073389232158661,0.3071010708808899,0.3321930170059204,0.3260368406772613,0.3263638317584991,0.3386155962944031,0.3067034780979156,0.3641162514686584,0.2905682027339935,0.2966549694538116,0.2968834340572357,0.3194594979286194,0.3482063114643097,0.6820725798606873,0.808410108089447,0.613109290599823,0.3404218852519989,0.424869567155838,0.6481785774230957,0.4015612602233886,0.344452291727066,0.6606044173240662,0.8066472411155701,0.6245037913322449,0.3418546915054321,0.4261550605297088,0.6554416418075562,0.3956382274627685
GABAa5,0.4742843210697174,0.3351773619651794,0.3662789463996887,0.3023659288883209,0.3085462749004364,0.3600375354290008,0.3944600224494934,0.3312209546566009,0.3176870942115783,0.4051320552825928,0.4318678081035614,0.4229181110858917,0.3356089890003204,0.2855980396270752,0.3138118386268616,0.4298243224620819,0.3638170063495636,0.3338722586631775,0.3326177597045898,0.3527903854846954,0.3135926425457001,0.402069091796875,0.3664831221103668,0.3957175314426422,0.5237635374069214,0.5071738362312317,0.4153277575969696,0.5435500741004944,0.4209755361080169,0.3743104934692383,0.4852699935436249,0.520302414894104,0.4685018956661224,0.3582944273948669,0.4002794921398163,0.3492425084114074,0.4666995108127594,0.4610603153705597,0.4303345382213592,0.4244377911090851,0.3787288963794708,0.4951941967010498,0.4129573702812195,0.5664311051368713,0.4205741286277771,0.4151563346385956,0.3654275238513946,0.4179350733757019,0.4073006808757782,0.4259757995605469,0.4813647270202636,0.3649880588054657,0.4030488729476928,0.2969986200332641,0.3298139870166778,0.3692739903926849,0.3432916700839996,0.2990669012069702,0.4104364812374115,0.4626931250095367,0.4420608580112457,0.3583515286445617,0.3217161893844604,0.2740079462528229,0.3001586198806762,0.2992585897445678,0.408344954252243,0.3723708093166351,0.3496683537960052,0.3253825008869171,0.3274779617786407,0.4095784723758697,0.3663163781166076,0.427165687084198,0.4158053398132324,0.5389026403427124,0.4301431775093078,0.4263955056667328,0.4731769859790802,0.5275497436523438,0.3707575798034668,0.3453533947467804,0.431909441947937,0.4123438596725464,0.4288657307624817,0.3680768013000488,0.453787237405777,0.5402753353118896,0.3683252930641174,0.4055786728858948,0.4694632887840271,0.4657363891601562,0.4455052018165588,0.4771385788917541,0.4237593114376068,0.5609888434410095,0.4142943918704986,0.4200370609760284,0.4124688506126404,0.4316147863864898,0.2236369997262954,0.2946300506591797,0.3074843883514404,0.1629884988069534,0.5309069752693176,0.4391701221466064,0.7229353785514832,0.1282602548599243,0.2244239896535873,0.2869469821453094,0.2968404591083526,0.1478395462036132,0.5408095717430115,0.4239909648895263,0.7118925452232361,0.1333464682102203
GABAa,0.6814890503883362,0.7808627486228943,0.7949942946434021,0.7842545509338379,0.8800618052482605,0.8474850654602051,0.7730609178543091,0.7466670274734497,0.7479596138000488,0.7744454741477966,0.7668277621269226,0.8148431777954102,0.7135306000709534,0.6485397219657898,0.6380719542503357,0.759650468826294,0.7386451959609985,0.6963579058647156,0.6784416437149048,0.6979624032974243,0.6558699011802673,0.7723067998886108,0.6966445446014404,0.7759956121444702,0.6763312220573425,0.80698162317276,0.7628017663955688,0.7093058824539185,0.6910160779953003,0.7336848974227905,0.7585273385047913,0.6526594758033752,0.7440430521965027,0.7271832227706909,0.7887880206108093,0.748253345489502,0.6267304420471191,0.7465404272079468,0.7622280120849609,0.798555314540863,0.7682584524154663,0.7683095335960388,0.8105919361114502,0.7485253214836121,0.7860254049301147,0.7478844523429871,0.7640664577484131,0.7401449084281921,0.7448959350585938,0.7716988921165466,0.691275954246521,0.7835445404052734,0.7461999654769897,0.7941989302635193,0.9050500988960266,0.7902374267578125,0.7553606629371643,0.7365866899490356,0.7539602518081665,0.7546027898788452,0.7860180735588074,0.6874736547470093,0.6431190967559814,0.6362980604171753,0.6357468366622925,0.62953120470047,0.7544687390327454,0.6847553253173828,0.6924716830253601,0.687236487865448,0.6678425669670105,0.7351965308189392,0.6848542094230652,0.7677597999572754,0.7459122538566589,0.7262431383132935,0.6918895840644836,0.7180243134498596,0.7404547929763794,0.6583896279335022,0.736076295375824,0.7508384585380554,0.7745563387870789,0.7576555013656616,0.737946093082428,0.7408389449119568,0.6279039978981018,0.6752272248268127,0.7368528842926025,0.7510092854499817,0.7375481724739075,0.6900349259376526,0.7526528835296631,0.7479848861694336,0.7838404178619385,0.743155300617218,0.7380998730659485,0.7094603776931763,0.7521600723266602,0.7741579413414001,0.3566507995128631,0.3542104363441467,0.4994418919086456,0.3452574908733368,0.4592034220695495,0.4141699969768524,0.522802472114563,0.2133842259645462,0.3401333689689636,0.3645064830780029,0.4738986194133758,0.3350289762020111,0.403660386800766,0.383156955242157,0.4652441143989563,0.2197232246398925
HDAC,0.5475703477859497,0.6972336173057556,0.6908555626869202,0.6530640721321106,0.7260211706161499,0.7082027792930603,0.6718124151229858,0.6485674977302551,0.665044367313385,0.652922511100769,0.6501164436340332,0.6650744676589966,0.6244782209396362,0.6146200299263,0.6047354340553284,0.6596898436546326,0.6081069111824036,0.6235066652297974,0.6311115622520447,0.6413281559944153,0.6014283895492554,0.6583529114723206,0.650085985660553,0.6625074744224548,0.6029489040374756,0.6736641526222229,0.6792495846748352,0.6703519821166992,0.667210042476654,0.6096857786178589,0.6509246826171875,0.4918223619461059,0.6419036388397217,0.6462814211845398,0.6708120703697205,0.7136146426200867,0.6810852289199829,0.5834947824478149,0.6552312970161438,0.6813404560089111,0.6777872443199158,0.6362611055374146,0.6415797472000122,0.6592076420783997,0.6887336373329163,0.5996812582015991,0.6313173174858093,0.6598913073539734,0.6435853242874146,0.7179517149925232,0.6014997959136963,0.7017925977706909,0.6659994721412659,0.6682450175285339,0.7659226655960083,0.6775460243225098,0.6942772269248962,0.6163786053657532,0.6747111082077026,0.7078801393508911,0.6877456307411194,0.6414024233818054,0.6313884854316711,0.5659636855125427,0.6312533020973206,0.5894253849983215,0.7098490595817566,0.6489011645317078,0.6625018119812012,0.6404317021369934,0.5740019083023071,0.6872374415397644,0.6168558597564697,0.7162020802497864,0.6955505013465881,0.6877071857452393,0.6797031164169312,0.6460855603218079,0.6486168503761292,0.5227316617965698,0.6898921728134155,0.6794033050537109,0.7236899733543396,0.7003528475761414,0.6851922869682312,0.5996785759925842,0.6656001806259155,0.6724498867988586,0.7061858773231506,0.7407165765762329,0.658231794834137,0.5570419430732727,0.7197843194007874,0.6512320041656494,0.6341109871864319,0.6682742834091187,0.6083177328109741,0.6454309225082397,0.6804568767547607,0.7313181757926941,0.5998318195343018,0.6046042442321777,0.7637653946876526,0.5748745799064636,0.4507949650287628,0.4389518499374389,0.659862220287323,0.4804996252059936,0.6218385696411133,0.6050806045532227,0.7786247134208679,0.632631778717041,0.500459611415863,0.491315484046936,0.6407933235168457,0.481950432062149
KOR,0.5638332366943359,0.5812560319900513,0.5388811230659485,0.5532101392745972,0.5080963969230652,0.5345250964164734,0.6594630479812622,0.6114525198936462,0.568152666091919,0.6932867169380188,0.690960168838501,0.770212709903717,0.7466873526573181,0.6649147868156433,0.7003912925720215,0.6355913877487183,0.6810705065727234,0.6311882138252258,0.6571119427680969,0.6223517060279846,0.6364279985427856,0.7479912042617798,0.6984732747077942,0.6969302892684937,0.7750130891799927,0.7869131565093994,0.6991550922393799,0.7860695123672485,0.6514973044395447,0.6884040832519531,0.636146605014801,0.6046104431152344,0.65352463722229,0.6430420875549316,0.732262909412384,0.6057977080345154,0.647685170173645,0.6450075507164001,0.695279061794281,0.7025253772735596,0.6821166276931763,0.7486751079559326,0.7085461616516113,0.7293181419372559,0.6298475861549377,0.6055088639259338,0.6510158777236938,0.6725277304649353,0.5625243186950684,0.6115314364433289,0.5726132988929749,0.565204918384552,0.6105512380599976,0.5402451157569885,0.5154736638069153,0.5341243147850037,0.6413238048553467,0.5583665370941162,0.6774708032608032,0.695091962814331,0.7880914211273193,0.7714741826057434,0.6935252547264099,0.6085215210914612,0.6036322116851807,0.6777402758598328,0.672745943069458,0.7013511657714844,0.6179354190826416,0.6017764806747437,0.5795859694480896,0.744637668132782,0.6679015755653381,0.6942682266235352,0.7296509146690369,0.7952295541763306,0.6668179631233215,0.7049588561058044,0.6179300546646118,0.6117992401123047,0.6500341892242432,0.6127678155899048,0.6792523264884949,0.7537254095077515,0.7228858470916748,0.667584240436554,0.638423502445221,0.7687485814094543,0.610718309879303,0.6940856575965881,0.6257243752479553,0.6366812586784363,0.6603317856788635,0.7210900187492371,0.7004040479660034,0.7282559275627136,0.639222264289856,0.675665557384491,0.566715657711029,0.6095362305641174,0.5020301342010498,0.5135246515274048,0.6652609705924988,0.6993713974952698,0.5425443649291992,0.785911500453949,0.7150228023529053,0.5269063711166382,0.4889957904815674,0.4951484203338623,0.64863121509552,0.6417017579078674,0.5265956521034241,0.7723908424377441,0.7202269434928894,0.5327242612838745
M1,0.366622120141983,0.3955095410346985,0.4049394428730011,0.4160892367362976,0.4369101524353027,0.4607458710670471,0.4700873792171478,0.4494279026985168,0.4456498026847839,0.4373994469642639,0.4065212607383728,0.4582573175430298,0.4163952469825744,0.3603928387165069,0.3589506447315216,0.4269610941410064,0.4423677921295166,0.4167826473712921,0.4273108541965484,0.4293347299098968,0.3826181888580322,0.4345574080944061,0.3911216557025909,0.4563876986503601,0.4480223655700683,0.4513964653015136,0.4588986039161682,0.4382932186126709,0.4387412667274475,0.37073415517807,0.4107745885848999,0.3921912610530853,0.4369808733463287,0.4423312246799469,0.4571931958198547,0.4442937672138214,0.4606835842132568,0.4403677880764007,0.4754760861396789,0.4793838262557983,0.4503051340579986,0.4175456464290619,0.4309566617012024,0.4611881077289581,0.4406863152980804,0.4017374217510223,0.4092647731304168,0.4200274348258972,0.4270131587982178,0.4901828467845917,0.3873259723186493,0.4105104207992553,0.4544142484664917,0.4233058989048004,0.4774694144725799,0.4040627777576446,0.4733432531356811,0.4335289001464844,0.456615686416626,0.4617796540260315,0.4748058617115021,0.4236522018909454,0.3960091173648834,0.3412340879440307,0.3903405368328094,0.3446125090122223,0.4923568069934845,0.4598005414009094,0.4536180794239044,0.4390694499015808,0.4020350873470306,0.4499985873699188,0.3866556584835052,0.4922235608100891,0.484401673078537,0.4902321696281433,0.4424391388893127,0.3981178700923919,0.4230201244354248,0.424580454826355,0.4522045254707336,0.4503653347492218,0.4675999283790588,0.4847301542758941,0.4746663868427276,0.421217679977417,0.4462440907955169,0.4365509748458862,0.4517233073711395,0.4912504255771637,0.4611329436302185,0.4341681003570556,0.4963620901107788,0.4362753033638,0.4392954111099243,0.4606185555458069,0.39618980884552,0.4357975125312805,0.4112510085105896,0.4730047285556793,0.1543114632368087,0.6171095371246338,0.7116914987564087,0.384663462638855,0.3258554339408874,0.4421180188655853,0.7202910780906677,0.1272855103015899,0.1524382680654525,0.6140225529670715,0.7274590134620667,0.3919126987457275,0.3246208131313324,0.4417687356472015,0.6932010650634766,0.1326919645071029
mGluR5,0.5797748565673828,0.5578128099441528,0.6029133200645447,0.519411027431488,0.5620383024215698,0.6673005819320679,0.7340959906578064,0.614311933517456,0.6823897361755371,0.7758687734603882,0.7483084201812744,0.8065686821937561,0.6324223875999451,0.5749807953834534,0.6050771474838257,0.655566930770874,0.7011935114860535,0.6528194546699524,0.6813625693321228,0.7263398766517639,0.6226522326469421,0.7292575836181641,0.6471783518791199,0.7674729228019714,0.747076690196991,0.8115763068199158,0.7014399170875549,0.8168424367904663,0.7715157866477966,0.659723699092865,0.6506552696228027,0.5854865312576294,0.6343342065811157,0.6996046304702759,0.7029591202735901,0.7337921261787415,0.866796612739563,0.6626315116882324,0.7481856942176819,0.7680779099464417,0.7264188528060913,0.7236095070838928,0.6659245491027832,0.7934306263923645,0.607304036617279,0.6319299936294556,0.6418488025665283,0.6756578683853149,0.6918142437934875,0.8462062478065491,0.599780797958374,0.6031011939048767,0.6532094478607178,0.5139221549034119,0.6336188912391663,0.6395001411437988,0.6388121247291565,0.6174637675285339,0.7839841842651367,0.8315227627754211,0.8314775824546814,0.6493656635284424,0.6118447780609131,0.5486587285995483,0.6022858619689941,0.5692604184150696,0.7621431946754456,0.7090818881988525,0.6956650018692017,0.6442404985427856,0.6371109485626221,0.7413325309753418,0.6243070960044861,0.8125093579292297,0.7955241203308105,0.834761917591095,0.762393593788147,0.7055728435516357,0.639740526676178,0.60137939453125,0.7055971622467041,0.6856865286827087,0.6468103528022766,0.6977831125259399,0.7119204998016357,0.649651825428009,0.8358095288276672,0.8072390556335449,0.7522546648979187,0.78248131275177,0.672417402267456,0.6978297233581543,0.7881410717964172,0.7013113498687744,0.6995827555656433,0.7988337278366089,0.6323111653327942,0.6781079769134521,0.7159573435783386,0.8282987475395203,0.4591583609580993,0.6441923975944519,0.7029865384101868,0.457426905632019,0.5411404967308044,0.5372588038444519,0.7075667977333069,0.2423698604106903,0.4488877952098846,0.6298434734344482,0.7119455933570862,0.4738590717315674,0.5345869064331055,0.526925265789032,0.6912027597427368,0.2347337156534195
MOR,0.1721568554639816,0.0817189142107963,0.0915492549538612,0.0425531938672065,,0.0625376105308532,0.1919751912355423,0.0909313708543777,0.0648999810218811,0.2082229405641555,0.2100507020950317,0.2614406645298004,0.1689787954092025,0.106874942779541,0.1508804559707641,0.2217959910631179,0.2336377799510955,0.1609247922897339,0.1857506185770034,0.2077857106924057,0.1707997471094131,0.266591340303421,0.2335630357265472,0.273059993982315,0.2945969104766845,0.3315271437168121,0.3155914843082428,0.3629683554172516,0.258834034204483,0.2424099445343017,0.3212045133113861,0.2679487466812134,0.2671515643596649,0.2018867582082748,0.2873646020889282,0.1390630602836609,0.2867092490196228,0.2858176231384277,0.2557973265647888,0.2467206269502639,0.2388990074396133,0.3199868500232696,0.2773545384407043,0.3518116474151611,0.3003554344177246,0.2596721351146698,0.2399997264146804,0.2744404971599579,0.1351459324359893,0.2340588867664337,0.1904435753822326,0.1075690165162086,0.1968889981508255,0.0295616369694471,,0.0867964699864387,0.1190048903226852,0.0493871755897998,0.2023223340511322,0.2484757751226425,0.2570672929286957,0.1644157320261001,0.1424804329872131,0.09808199852705,0.1297686100006103,0.1387132257223129,0.240749254822731,0.2189860641956329,0.2009884268045425,0.1605749130249023,0.1790541410446167,0.2651902139186859,0.234463483095169,0.2545568645000458,0.2761685848236084,0.3326495289802551,0.2716217339038849,0.2869269251823425,0.3146302402019501,0.2711142003536224,0.2549933195114136,0.2141020148992538,0.3102022111415863,0.2849051356315613,0.3187715411186218,0.2453537285327911,0.2856107056140899,0.3601376712322235,0.1836541593074798,0.2774660885334015,0.2651679813861847,0.2604357600212097,0.2595353126525879,0.2999638319015503,0.2647134661674499,0.3557614386081695,0.2629042267799377,0.2873243689537048,0.1450543701648712,0.2275901883840561,0.5080579519271851,0.4590165913105011,0.4378294646739959,0.2142196148633957,0.1489904820919037,0.4682628512382507,0.7188344597816467,0.2015158832073211,0.4920117259025574,0.460091769695282,0.4403083026409149,0.2308698892593383,0.1330560445785522,0.4488720595836639,0.6980392336845398,0.199667677283287
NET,0.1150489002466201,0.1030935198068618,0.1227191984653472,0.0949573367834091,0.1069110482931137,0.1261500269174575,0.138963982462883,0.1031050011515617,0.1152991652488708,0.1489057540893554,0.1800524294376373,0.1548610180616378,0.158997505903244,0.164019227027893,0.1869979798793792,0.1394774913787841,0.1303908079862594,0.0994715988636016,0.1248755380511283,0.0988331064581871,0.1083506047725677,0.1225824505090713,0.1486175507307052,0.1320972442626953,0.1424623876810073,0.1633313298225402,0.1302641034126281,0.1591887474060058,0.1415293216705322,0.1405591070652008,0.0855423361063003,0.1270527094602584,0.1338183879852295,0.1187882125377655,0.1008558198809623,0.1197138652205467,0.1409153044223785,0.1430389434099197,0.1524150818586349,0.1133172512054443,0.1314322352409362,0.1417383402585983,0.1232640594244003,0.1285483390092849,0.1222456768155098,0.1039222031831741,0.1078351512551307,0.1157891675829887,0.1199189499020576,0.1525612473487854,0.1443287879228592,0.1292292773723602,0.1567374020814895,0.1117218658328056,0.1385515481233596,0.1299077719449997,0.1130216494202613,0.1240559890866279,0.1565459817647934,0.1921531707048416,0.1613959819078445,0.152564525604248,0.1710245609283447,0.1809114068746566,0.1270158588886261,0.1798257380723953,0.1387000381946563,0.1422000229358673,0.1148607432842254,0.1033857762813568,0.1157608106732368,0.1061322167515754,0.1385837793350219,0.1368662863969802,0.1409630328416824,0.1561644971370697,0.1714310348033905,0.1598712354898452,0.0879988074302673,0.1420562267303466,0.1111768558621406,0.1378130912780761,0.1211621537804603,0.0984981134533882,0.1216192096471786,0.109688863158226,0.1497446894645691,0.1178742498159408,0.1516635566949844,0.1345433890819549,0.1509073972702026,0.1101563274860382,0.1694153398275375,0.1213577315211296,0.1105574592947959,0.1007973924279213,0.0964700430631637,0.1078797131776809,0.1278593391180038,0.158986210823059,0.4585985243320465,0.0735269784927368,0.1411982625722885,0.117134653031826,0.0689996555447578,0.1599991023540496,0.1564399898052215,0.3860940635204315,0.514164924621582,0.0474443435668945,0.1567669510841369,0.1330321580171585,0.0769641995429992,0.1123280376195907,0.1355735659599304,0.3745081126689911
